id	box	folder	series	series_no	title	author	publisher	citation
37-69	37	69	Miscellaneous Works by Michael Mindcrime [Mайкъл Майндкрайм]		Klopka za pobediteli [Клопка за победители]			Klopka za pobediteli [Клопка за победители]. Author: Michael Mindcrime [Майкъл Майндкрайм] (Dimitar Slaveykov [Димитър Стойковски Дафовски]). Publisher: Pleiada [Плеяда], 1997. ISBN: 9544594418. Publisher series no: 980. Book ID: 10027. 142 pages (262 sections).
37-70	37	70	Miscellaneous Works by Michael Mindcrime [Mайкъл Майндкрайм]		Krasavitsata i chengeto [Красавицата и ченгето]			Krasavitsata i chengeto [Красавицата и ченгето]. Author: Michael Mindcrime [Майкъл Майндкрайм] (Dimitar Slaveykov [Димитър Стойковски Дафовски]). Publisher: Pleiada [Плеяда], 1998. ISBN: 9544594779. Publisher series no: 980. Book ID: 9351. 168 pages (215 sections).
38-05	38	5	Miscellaneous Works by Adrian Wayne [Ейдриън Уейн]		Maystori na mecha [Майстори на меча]			Maystori na mecha [Майстори на меча]. Author: Adrian Wayne [Ейдриън Уейн] (Alexander Alexandrov [Александър Александров]). Publisher: Mega [Meгa], 1997. Publisher series no: 930. Book ID: 6353. 144 pages (343 sections).
38-06	38	6	Miscellaneous Works by George Blekbak [Джордж Блекбък]		Futbol maniia '98 [Футбол мания '98]			Futbol maniia '98 [Футбол мания '98]. Author: George Blekbak [Джордж Блекбък]. Publisher: Mega [Meгa], 1998. Publisher series no: 1556. Book ID: 10030. 160 pages (465 sections).
38-07	38	7	Miscellaneous Works by Robert Blond [Робърт Блонд]		Patrul za ada [Патрул за ада]			Patrul za ada [Патрул за ада]. Author: Robert Blond [Робърт Блонд] (Bogdan Russev [Богдан Русев]). Publisher: Pleiada [Плеяда], 1997. Publisher series no: 986. Book ID: 6961. 128 pages (206 sections).
38-08	38	8	Bitki Bezbroy [Битки безброй]		Zvezdoletat Skitnik [Звездолетът Скитник]			Zvezdoletat Skitnik [Звездолетът Скитник]. Translator: Malina Savova [Малина Савова]. Publisher: Selecta [Селекта], 1992. Publisher series no: 768. Book ID: 5133. 343 sections.
38-09	38	9	Pesni ot kosmicheskite drumi [Песни от космическите друми]		Okoto na boga [Окото на бога]			Okoto na boga [Окото на бога]. Author: Christopher Macdoell [Кристофър Макдоел] (Elena Pavlova [Елена Павлова]). Publisher: Pleiada [Плеяда], 1997. ISBN: 9544091505. Publisher series no: 1554. Book ID: 6359.
38-10	38	10	Storytrails		Baraban na smurtta [Барабан на смъртта]			Baraban na smurtta [Барабан на смъртта]. Translator: Galina Tomova-Stankeva [Галина Томова-Станкева]. Publisher: Equus Art [Еквус Арт], 1992. ISBN: 9548029030. Publisher series no: 929. Book ID: 6349.
38-11	38	11	Miscellaneous Works by Virgil Dreamond [Върджил Дриймънд]		Dagata sreshtu ada [Дъгата срещу ада]			Dagata sreshtu ada [Дъгата срещу ада]. Author: Virgil Dreamond [Върджил Дриймънд] (Elena Pavlova [Елена Павлова]). Publisher: Mega [Meгa], 1998. Publisher series no: 988. Book ID: 6975. 174 pages (400 sections).
38-13	38	13	Original Gamebooks [オリジナルゲームブック]		Okuri-bina ha ruri iro no [送り雛は瑠璃色の]			Okuri-bina ha ruri iro no [送り雛は瑠璃色の]. Publisher: Shakai Shisosha [社会思想社], 1990. ISBN: 439011364X. Publisher series no: 624. Book ID: 4290.
38-14	38	14	Original Gamebooks [オリジナルゲームブック]		Monster no gyakushu [モンスターの逆襲]			Monster no gyakushu [モンスターの逆襲]. Publisher: Shakai Shisosha [社会思想社], 1988. ISBN: 4390112406. Publisher series no: 624. Book ID: 4289. 450 sections.
38-15	38	15	Tunnels and Trolls		Amulet of the Salkti and Arena of Khazan, The			Amulet of the Salkti and Arena of Khazan, The. Publisher: Flying Buffalo, 1986. ISBN: 0552127655. Publisher series no: 111. Book ID: 2720.
38-16	38	16	Tunnels and Trolls		Captif d'Yvoire and Beyond the Silvered Pane			Captif d'Yvoire and Beyond the Silvered Pane. Publisher: Flying Buffalo, 1986. ISBN: 0552127663. Publisher series no: 111. Book ID: 2713.
38-17	38	17	Tunnels and Trolls		Sword for Hire and Blue Frog Tavern			Sword for Hire and Blue Frog Tavern. Publisher: Flying Buffalo, 1986. ISBN: 0552128287. Publisher series no: 111. Book ID: 2717. 117 pages.
38-18	38	18	Tunnels and Trolls		Gamesmen of Kasar and Mistywood			Gamesmen of Kasar and Mistywood. Publisher: Flying Buffalo, 1986. ISBN: 0552128279. Publisher series no: 111. Book ID: 2725. 127 pages.
38-19	38	19	Tunnels and Trolls		City of Terrors			City of Terrors. Author: Michael A. Stackpole. Publisher: Flying Buffalo, 1978. ISBN: 055212768X. Publisher series no: 111. Book ID: 2702. 96 pages (232 sections) (British edition).
38-20	38	20	Bytes Brothers, The		Bytes Brothers Input an Investigation, The			Bytes Brothers Input an Investigation, The. Author: Lois McCoy, Floyd McCoy. Publisher: Bantam, 1984. ISBN: 0553244183. Publisher series no: 1171. Book ID: 8004. 110 pages (5 cases).
38-21	38	21	Bytes Brothers, The		Bytes Brothers Program a Problem, The			Bytes Brothers Program a Problem, The. Author: Lois McCoy, Floyd McCoy. Publisher: Bantam, 1984. ISBN: 0553244191. Publisher series no: 1171. Book ID: 8005. 115 pages (5 cases).
38-22	38	22	Bytes Brothers, The		Bytes Brothers Record a Wrongdoing, The			Bytes Brothers Record a Wrongdoing, The. Author: Lois McCoy, Floyd McCoy. Publisher: Bantam, 1984. ISBN: 0553244868. Publisher series no: 1171. Book ID: 8008. 112 pages (5 cases).
38-23	38	23	Micro Adventure		Space Attack			Space Attack. Author: Eileen Buckholtz, Ruth Glick. Publisher: Scholastic, 1984. ISBN: 0590331655. Publisher series no: 1163. Book ID: 7957. 123 pages (8 computer programs).
38-24	38	24	Micro Adventure		Jungle Quest			Jungle Quest. Author: Megan Stine, H. William Stine, Susan M. Zakar (programming). Publisher: Scholastic, 1984. ISBN: 0590331663. Publisher series no: 1163. Book ID: 7958. 126 pages (5 computer programs).
38-25	38	25	Micro Adventure		Million Dollar Gamble			Million Dollar Gamble. Author: Chassie L. West, Susan M. Zakar (programming). Publisher: Scholastic, 1984. ISBN: 0590331671. Publisher series no: 1163. Book ID: 7959. 126 pages (7 computer programs).
38-26	38	26	Micro Adventure		Time Trap			Time Trap. Author: Jean M. Favors, Susan M. Zakar (programming). Publisher: Scholastic, 1984. ISBN: 059033168X. Publisher series no: 1163. Book ID: 7960. 126 pages (6 computer programs).
38-27	38	27	Micro Adventure		Mindbenders			Mindbenders. Author: Ruth Glick, Eileen Buckholtz. Publisher: Scholastic, 1984. ISBN: 0590331698. Publisher series no: 1163. Book ID: 7961. 126 pages (7 computer programs).
38-28	38	28	Micro Adventure		Doom Stalker			Doom Stalker. Author: Ruth Glick, Eileen Buckholtz. Publisher: Scholastic, 1985. ISBN: 0590333828. Publisher series no: 1163. Book ID: 7963. 123 pages (7 computer programs).
38-29	38	29	Micro Adventure		Big Freeze, The			Big Freeze, The. Author: Jean M. Favors, Susan M. Zakar (programming). Publisher: Scholastic, 1985. ISBN: 0590333836. Publisher series no: 1163. Book ID: 7964. 126 pages (6 computer programs).
38-30	38	30	Micro Adventure		Dead Ringer			Dead Ringer. Author: Chassie L. West, Susan M. Zakar (programming). Publisher: Scholastic, 1985. ISBN: 0590333844. Publisher series no: 1163. Book ID: 7965. 126 pages (6 computer programs).
38-31	38	31	Dragontales		Sword Daughter's Quest			Sword Daughter's Quest. Author: Rhondi Vilott-Salsitz. Publisher: Signet, 1984. ISBN: 0451130820. Publisher series no: 121. Book ID: 792. 205 pages (introductory section plus 58 'Pathways').
38-32	38	32	Dragontales		Runesword			Runesword! Author: Rhondi Vilott-Salsitz. Publisher: Signet, 1984. ISBN: 0451130839. Publisher series no: 121. Book ID: 793. 203 pages (introductory section plus 55 'Pathways').
38-33	38	33	Dragontales		Challenge of the Pegasus Grail			Challenge of the Pegasus Grail. Author: Rhondi Vilott-Salsitz. Publisher: Signet, 1984. ISBN: 0451130847. Publisher series no: 121. Book ID: 794. 189 pages (introductory section plus 63 'Pathways').
38-34	38	34	Dragontales		Towers of Rexor, The			Towers of Rexor, The. Author: Rhondi Vilott-Salsitz. Publisher: Signet, 1984. ISBN: 0451130855. Publisher series no: 121. Book ID: 795. 189 pages (introductory section plus 55 'Pathways').
38-35	38	35	Dragontales		Unicorn Crown, The			Unicorn Crown, The. Author: Rhondi Vilott-Salsitz. Publisher: Signet, 1984. ISBN: 0451132025. Publisher series no: 121. Book ID: 796. 189 pages (introductory section plus 49 'Pathways').
38-36	38	36	Dragontales		Black Dragon's Curse			Black Dragon's Curse. Author: Rhondi Vilott-Salsitz. Publisher: Signet, 1984. Publisher series no: 121. Book ID: 797.
38-37	38	37	Dragontales		Spellbound			Spellbound. Author: Rhondi Vilott-Salsitz. Publisher: Signet, 1984. ISBN: 0451132858. Publisher series no: 121. Book ID: 798. 190 pages (introductory section plus 47 'Pathways').
38-38	38	38	Dragontales		Dungeons of Dregnor, The			Dungeons of Dregnor, The. Author: Rhondi Vilott-Salsitz. Publisher: Signet, 1984. Publisher series no: 121. Book ID: 799.
38-39	38	39	Dragontales		Aphrodite's Mirror			Aphrodite's Mirror. Author: Rhondi Vilott-Salsitz. Publisher: Signet, 1985. ISBN: 0451134176. Publisher series no: 121. Book ID: 800. 187 pages (introductory section plus 42 'Pathways').
38-40	38	40	Dragontales		Hall of the Gargoyle King			Hall of the Gargoyle King. Author: Rhondi Vilott-Salsitz. Publisher: Signet, 1985. Publisher series no: 121. Book ID: 801.
38-41	38	41	Dragontales		Maiden of Greenwold			Maiden of Greenwold. Author: Rhondi Vilott-Salsitz. Publisher: Signet, 1985. Publisher series no: 121. Book ID: 802.
38-42	38	42	Dragontales		Storm Rider			Storm Rider. Author: Rhondi Vilott-Salsitz. Publisher: Signet, 1985. ISBN: 0451135334. Publisher series no: 121. Book ID: 803. 189 pages (introductory section plus 44 'Pathways').
38-43	38	43	Dragontales		Pledge of Peril			Pledge of Peril. Author: Rhondi Vilott-Salsitz. Publisher: Signet, 1985. Publisher series no: 121. Book ID: 804.
38-44	38	44	Dragontales		Secret of the Sphinx			Secret of the Sphinx. Author: Rhondi Vilott-Salsitz. Publisher: Signet, 1985. ISBN: 0451136284. Publisher series no: 121. Book ID: 805. 185 pages (introductory section plus 44 'pathways').
38-45	38	45	Can You Solve the Mystery?		Case of the Video Game Smugglers, The			Case of the Video Game Smugglers, The. Author: M. Masters. Publisher: Meadowbrook Press, 1983. ISBN: 0915658887. Publisher series no: 1172. Book ID: 8012. 98 pages (10 cases).
38-46	38	46	Can You Solve the Mystery?		Case of the Clever Computer Crooks, The			Case of the Clever Computer Crooks, The. Author: M. Masters. Publisher: Meadowbrook Press, 1983. ISBN: 0915658119. Publisher series no: 1172. Book ID: 8014. 97 pages (9 cases).
38-47	38	47	Can You Solve the Mystery?		Mystery of the Star Ship Movie, The			Mystery of the Star Ship Movie, The. Author: M. Masters, Alexander von Wacker. Publisher: Meadowbrook Press, 1983. ISBN: 0915658208. Publisher series no: 1172. Book ID: 8016. 93 pages (9 cases).
38-48	38	48	Can You Solve the Mystery?		Secret of the Software Spy, The			Secret of the Software Spy, The. Author: M. Masters, Alexander von Wacker. Publisher: Meadowbrook Press, 1983. ISBN: 0915658267. Publisher series no: 1172. Book ID: 8017. 95 pages (9 cases).
38-49	38	49	Can You Solve the Mystery?		Case of the Clever Marathon Cheat, The			Case of the Clever Marathon Cheat, The. Author: M. Masters, George Edward Stanley. Publisher: Meadowbrook Press, 1984. ISBN: 0671556142. Publisher series no: 1172. Book ID: 8023. 93 pages (8 cases).
38-50	38	50	Magic Micro Adventure		Wizards of Wonder			Wizards of Wonder. Author: Megan Stine, H. William Stein. Publisher: Scholastic, 1985. ISBN: 0590334786. Publisher series no: 1164. Book ID: 7955. 80 pages (6 computer programs).
38-51	38	51	Magic Micro Adventure		Cats of Castle Mountain, The			Cats of Castle Mountain, The. Author: Ruth Glick, Eileen Buckholtz. Publisher: Scholastic, 1985. ISBN: 0590334794. Publisher series no: 1164. Book ID: 7956. 79 pages (5 computer programs).
38-52	38	52	Magic Micro Adventure		Captain Kid and the Pirates			Captain Kid and the Pirates. Author: Ruth Glick, Eileen Buckholtz. Publisher: Scholastic, 1985. ISBN: 059033476X. Publisher series no: 1164. Book ID: 7953. 79 pages (6 computer programs).
38-53	38	53	Ed Noon		Five-Minute Mysteries: Cases from the Files of Ed Noon			Five-Minute Mysteries: Cases from the Files of Ed Noon. Author: Michael Avallone. 1978. ISBN: 059005368X. Publisher series no: 1409. Book ID: 9319. 106 pages.
38-54	38	54	Two-Minute Mysteries		More Two-Minute Mysteries			More Two-Minute Mysteries. Publisher: , 1971. Publisher series no: 1408. Book ID: 9317. 128 pages.
38-55	38	55	Encyclopedia Brown		Encyclopedia Brown Keeps the Peace			Encyclopedia Brown Keeps the Peace. Author: Donald J. Sobol. Publisher: Thomas Nelson Publishers, 1969. ISBN: 0553157353. Publisher series no: 1097. Book ID: 7626. 110 pages.
38-56	38	56	Encyclopedia Brown		Encyclopedia Brown and the Case of the Midnight Visitor			Encyclopedia Brown and the Case of the Midnight Visitor. Author: Donald J. Sobol. Publisher: Thomas Nelson Publishers, 1977. ISBN: 0553151738. Publisher series no: 1097. Book ID: 7633. 112 pages.
38-57	38	57	You Are the Coach		You Are the Coach: Football			You Are the Coach: Football. Author: Nate Aaseng. Publisher: Dell, 1983. ISBN: 0440991366. Publisher series no: 1096. Book ID: 7614. 103 pages.
38-58	38	58	You Are the Coach		You Are the Coach: College Football			You Are the Coach: College Football. Author: Nate Aaseng. Publisher: Dell, 1984. ISBN: 0440998409. Publisher series no: 1096. Book ID: 7618. 103 pages.
38-59	38	59	You Are the Coach		You Are the Coach: Basketball			You Are the Coach: Basketball. Author: Nate Aaseng. Publisher: Dell, 1983. ISBN: 0440991285. Publisher series no: 1096. Book ID: 7613. 103 pages.
38-60	38	60	Secret Files of Dakota King, The		Haunted City of Gold, The			Haunted City of Gold, The. Author: Jake MacKenzie. Publisher: Scholastic, 1987. ISBN: 0590407503. Publisher series no: 1406. Book ID: 9310. 95 pages.
38-61	38	61	Secret Files of Dakota King, The		Ghost of the Lost Mine, The			Ghost of the Lost Mine, The. Author: Jake MacKenzie. Publisher: Scholastic, 1988. ISBN: 059040752X. Publisher series no: 1406. Book ID: 9312. 96 pages.
38-62	38	62	Choose Your Own ROFLCon		ROFLCon III			ROFLCon III. Author: Ashley Low. Publisher: Lulu, 2012. Publisher series no: 1398. Book ID: 9246. 100 pages.
38-68	38	68	Miscellaneous Works by Wendell I. Smith and William J. Moore		Programmed Learning			Programmed Learning. Publisher: Van Nostrand, 1962. 240 pages.
39-01	39	1-2	Adventures of You Series, The		Sugarcane Island			Sugarcane Island. Author: Edward Packard. Publisher: Simon and Schuster, 1976. ISBN: 3473386472. Publisher series no: 28. Book ID: 162. 119 pages (original), 118 pages (revised edition).
39-03	39	3	Lone Wolf		Wolf's Bane			Wolf's Bane. Author: Joe Dever. Publisher: Red Fox, 1993. Publisher series no: 228. Book ID: 1448.
39-04	39	4	Lone Wolf		Trail of the Wolf			Trail of the Wolf. Author: Joe Dever. Publisher: Red Fox, 1997. ISBN: 0099641917.
39-05	39	5	Miscellaneous Works by Marvin Miller		You Be the Jury: Courtroom III			You Be the Jury: Courtroom III. Author: Marvin Miller. Publisher: Scholastic, 1990. ISBN: 0590457241. Publisher series no: 1404. Book ID: 9301. 89 pages.
39-06	39	6-7	Miscellaneous Works by Marvin Miller		You Be the Jury: Courtroom IV			You Be the Jury: Courtroom IV. Author: Marvin Miller. Publisher: Scholastic, 1991. ISBN: 0590443801. Publisher series no: 1404. Book ID: 9302. 91 pages.
39-08	39	8	Miscellaneous Works by Dale M. Brethower		Solo Boxes			Solo Boxes. Publisher: Panther, 1969.
39-09	39	9	Miscellaneous Works by Dale M. Brethower		Solo Noughts and Crosses			Solo Noughts and Crosses. Publisher: Panther, 1969.
39-10	39	10	Miscellaneous Works by Dale M. Brethower		Sleep and the City Trembles			Sleep and the City Trembles. Publisher, Panther, 1969.
39-11	39	11	Clue		Picture-Perfect Crime, The			Picture-Perfect Crime, The. Author: Jahnna M. Malcolm. Publisher: Scholastic, 1994. ISBN: 0590487353. Publisher series no: 1401. Book ID: 9281. 95 pages.
39-12	39	12	Clue		Screaming Skeleton, The			Screaming Skeleton, The. Author: Marie Jacks. Publisher: Scholastic, 1995. ISBN: 0590489364. Publisher series no: 1401. Book ID: 9284. 98 pages.
39-13	39	13	Clue Jr.		Case of the Barking Dog, The			Case of the Barking Dog, The. Author: Della Rowland. Publisher: Scholastic, 1997. ISBN: 0590137867. Publisher series no: 1402. Book ID: 9272. 74 pages.
39-14	39	14	Zebra Mystery Puzzlers		Witch's Tower Mystery, The			Witch's Tower Mystery, The. Author: Josephine Kains. Publisher: Kensington Publishing Corp., 1979. ISBN: 0890835551. Publisher series no: 1396. Book ID: 9186. 159 pages.
39-15	39	15	Zebra Mystery Puzzlers		Laughing Dragon Mystery, The			Laughing Dragon Mystery, The. Author: Josephine Kains. Publisher: Kensington Publishing Corp., 1980. ISBN: 0890836175. Publisher series no: 1396. Book ID: 9210. 159 pages.
39-16	39	16	Star Wars - The Clone Wars: Decide Your Destiny (American)		Way of the Jedi, The			Way of the Jedi, The. Author: Jake T. Forbes. Publisher: Grosset and Dunlap, 2008. ISBN: 044845002X. Publisher series no: 1227. Book ID: 8182. 160 pages.
39-17	39	17	You-Solve-It Mysteries		Dead Asleep			Dead Asleep. Author: Hillary Wolfe. Publisher: Kensington Publishing Corp., 1994. ISBN: 0821745816. Publisher series no: 1397. Book ID: 9177. 237 pages.
39-18	39	18	Find Your Fate - Doctor Who		Garden of Evil			Garden of Evil. Author: David (Dave) Martin. Publisher: Ballantine, 1986. ISBN: 0345332261
39-19	39	19	Doctor Who Science Fiction Gamebook		Doctor Who and the Rebel's Game			Doctor Who and the Rebel's Game. Publisher: FASA, 1986. ISBN: 0931787688.
39-20	39	20	Doctor Who Science Fiction Gamebook		Doctor Who and the Vortex Crystal			Doctor Who and the Vortex Crystal. Publisher: FASA, 1986. ISBN: 093178767x.
39-21A	39	21A-21B	Choose Your Own Adventure (1979-1998)		Deadwood City			Deadwood City. Author: Edward Packard. Publisher: Lippincott, 1978. ISBN: 0397317980.
39-22	39	22	Choose Your Own Adventure (1979-1998)		Third Planet from Altair, The			Third Planet from Altair, The. Author: Edward Packard. Publisher: Lippincott, 1979. ISBN: 0397318278.
39-23	39	23	Chip Mitchell		Case of the Stolen Computer Brains, The			Case of the Stolen Computer Brains, The. Author: Fred D'Ignazio. Publisher: Dutton, 1982. ISBN: 0525667903. Publisher series no: 1407. Book ID: 9313. 122 pages.
39-24	39	24	Chip Mitchell		Case of the Robot Warriors, The			Case of the Robot Warriors, The. Author: Fred D'Ignazio. Publisher: Dutton, 1984. ISBN: 0525671404. Publisher series no: 1407. Book ID: 9314. 119 pages.
39-25	39	25	Choose Your Own Mind-Fuck Fest		Super Giant Monster Time			Super Giant Monster Time! Author: Jeff Burk. Publisher: Eraserhead Press, 2010. ISBN: 1933929960.
39-26	39	26	Choose Your Own Mind-Fuck Fest		Ocean of Lard			Ocean of Lard. Author: Carlton Mellick III. Publisher: Eraserhead Press, 2005. ISBN: 0976249820.
39-27	39	27	How Big is Your Brain?		How Big is Your Brain			How Big is Your Brain? Author: Ian Livingstone, Jamie Thomson. Publisher: Wizard Books, 2007. ISBN: 1840468033. Publisher series no: 1559. Book ID: 10036. 257 pages (422 sections).
39-28	39	28	Do-It-Yourself Jewish Adventure Series		Escape from the Holocaust			Escape from the Holocaust. Author: Kenneth D. Roseman. Publisher: Union of American Hebrew Congregations, 1985. ISBN: 0807403075. Publisher series no: 115. Book ID: 768. 179 pages.
39-29	39	29	Do-It-Yourself Jewish Adventure Series		Jeremiah's Promise: An Adventure in Modern Israel			Jeremiah's Promise: An Adventure in Modern Israel. Author: Kenneth D. Roseman. Publisher: Union of American Hebrew Congregations, 2002. ISBN: 0807407879. Publisher series no: 115. Book ID: 773. 205 pages.
39-30	39	30	Destiny Quest Adventure Series		A Day in the Life			A Day in the Life. Author: Fray. Publisher: Nonolet Press, 2007. ISBN: 9781411670648.
39-31	39	31	Participatory Mystery		On the Trail of Blood			On the Trail of Blood. Author: Alan Robbins. Publisher: Henry Holt and Company, 1988. Publisher series no: 297. Book ID: 1857.
39-32	39	32	Chooseomatic Books		Zombocalypse Now			Zombocalypse Now. Author: Matt Youngmark. Publisher: Atherton Haight, 2009. ISBN: 0984067809. Publisher series no: 1287. Book ID: 8420. 278 pages.
39-33	39	33	John F. Antal's Tactical Books		Armor Attacks: The Tank Platoon			Armor Attacks: The Tank Platoon. Author: John F. Antal. Publisher: Presidio Press, 1991. ISBN: 0891413839. Publisher series no: 277. Book ID: 1774. 340 pages.
39-34	39	34	On the Spot		On the Spot			On the Spot. Author: Albie Fiore. Publisher: Penguin, 1986. ISBN: 0140102868. Publisher series no: 1457. Book ID: 9619. 265 pages (rules plus 237 questions).
39-35	39	35	Miscellaneous Works by E.W. Hildick		Lucky Les			Lucky Les. Publisher: Anthony Blond, 1967.
39-36	39	36	Epic Adventure Game Books		Vengeance			Vengeance. Author: Anthony Lavisher, Jamie Wallis. Publisher: Greywood, 2008. ISBN: 9780955985515. Publisher series no: 1154. Book ID: 7933. 268 pages (400 sections) (original), 180 pages (400 sections) (reissue).
39-37	39	37-38	Miscellaneous Works by Julio Cortazar		Hopscotch			Hopscotch. Publisher: Avon Books, 1966. ISBN: 0380003724. Publisher series no: 1391. Book ID: 9161. 155 chapters.
39-39	39	39	Choose		Choose			Choose. Author: Carey Wallace. Publisher: True Love Books, 2005. ISBN: 0975856316. Publisher series no: 709. Book ID: 4740. 212 pages.
39-40	39	40	Maps: The Uncollected John Sladek		Maps: The Uncollected John Sladek			Maps: The Uncollected John Sladek. Author: David Langford (editing). Publisher: Big Engine, 2002. Publisher series no: 259. Book ID: 1710.
39-41	39	41	Last Book, The		Last Book, The			Last Book, The. Author: Thomas Ainlay, Jr. Publisher: Metamorphous Press, 1982. ISBN: 0943920205. Publisher series no: 220. Book ID: 1378. 211 pages.
39-42	39	42	Regional Accounts Director of Firetop Mountain, The		Regional Accounts Director of Firetop Mountain, The			Regional Accounts Director of Firetop Mountain, The. Author: Steve Morrison, Alex Jenkins. Publisher: Bantam, 2008. ISBN: 0593062078. Publisher series no: 1184. Book ID: 8076. 193 pages (279 sections).
40-01	40	1	Enid Blyton's Famous 5 Adventure Games		Missing Scientist Game, The			Missing Scientist Game, The. Author: Stephen Thraves. Publisher: Hodder and Stoughton, 1988. Publisher series no: 39. Book ID: 949.
40-02	40	2	Enid Blyton's Famous 5 Adventure Games		Haunted Railway Game, The			Haunted Railway Game, The. Author: Stephen Thraves. Publisher: Hodder and Stoughton, 1984. Publisher series no: 39. Book ID: 943.
40-03	40	3-4	Enid Blyton's Famous 5 Adventure Games		Wreckers' Tower Game, The			Wreckers' Tower Game, The. Author: Stephen Thraves. Publisher: Hodder and Stoughton, 1984. Publisher series no: 39. Book ID: 942.
40-05	40	5	Ghost Adventure Games		Haunted Cliffs			Haunted Cliffs. Author: Stephen Thraves. Publisher: Hodder and Stoughton, 1993. Publisher series no: 179. Book ID: 1187.
40-06	40	6	Who-Done-It Adventure Game		Suspects			Suspects! Author: Stephen Thraves. Publisher: Hodder and Stoughton, 1991. Publisher series no: 553. Book ID: 3794.
40-07	40	7	Asterix Adventure Games		Asterix Against All Odds			Asterix Against All Odds. Author: Stephen Thraves. Publisher: Hodder and Stoughton, 1992. ISBN: 0340548746. Publisher series no: 38. Book ID: 193. 289 sections.
40-08	40	8	Choose Your Own Adventure (1979-1998)		Daredevil Park			Daredevil Park. Author: Sara Compton, Spencer Compton. Publisher: Bantam, 1991. Publisher series no: 30. Book ID: 404.
40-09	40	9	Choose Your Own Adventure (2005-)		Journey Under the Sea			Journey Under the Sea. Author: R.A. Montgomery. Publisher: Chooseco, 1977. ISBN: 0553140035. Publisher series no: 870. Book ID: 163. 97 pages (British Adventures of You edition), 117 pages (original CYOA release).
40-21	40	21-22	Choose Your Own Adventure (2005-)		Mystery of the Maya			Mystery of the Maya. Author: R.A. Montgomery. Publisher: Chooseco, 1981. ISBN: 0553146009. Publisher series no: 870. Book ID: 555. 134 pages (original), 131 pages (reissue).
40-24	40	24	Miscellaneous Works by Jason Shiga		Fleep			Fleep. Author: Jason Shiga.
40-25	40	25	Pokemon		Pokemon: Choose Your Own Pathway to Adventure			Pokemon: Choose Your Own Pathway to Adventure. Author: Alex Gray. Publisher: Sybex, 2000. ISBN: 078212903X. Publisher series no: 309. Book ID: 1918. 112 pages (plus introduction and room for personal notes).
40-26	40	26	Follow Your Heart		Your Best Friend's Boyfriend			Your Best Friend's Boyfriend. Author: J.E. Bright. Publisher: Scholastic, 2006. ISBN: 0439791405. Publisher series no: 1029. Book ID: 7333. 230 pages.
40-27	40	27	Hook Up or Break Up		Love is Random Too			Love is Random Too. Author: Kendall Adams. Publisher: HarperCollins, 2006. ISBN: 0060885637. Publisher series no: 1075. Book ID: 7518. 245 pages.
40-28	40	28	Slave Traders of Ganox, The		Slave Traders of Ganox, The			Slave Traders of Ganox, The. Author: Denis Bond. Publisher: Studio Publications, 1987. ISBN: 0862153883. Publisher series no: 324. Book ID: 2197. 45 pages.
40-29	40	29	Inz Interactive Novels		Inz the Warrior			Inz the Warrior. Author: Sahil Asthana. Publisher: Outskirts Press, 2008. ISBN: 1432727168. Publisher series no: 1151. Book ID: 7920. 218 pages (106 sections).
40-30	40	30	Megaigra [Мегаигра]		Megaigra 8 [Мегаигра 8]			Megaigra 8 [Мегаигра 8]. Publisher: Mega [Meгa], 1997. Publisher series no: 802. Book ID: 10023. 144 pages.
40-31	40	31	Megaigra [Мегаигра]		Megaigra 10 [Мегаигра 10]			Megaigra 10 [Мегаигра 10]. Publisher: Mega [Meгa], 1997. Publisher series no: 802. Book ID: 10024. 144 pages.
40-32	40	32	Megaigra [Мегаигра]		Megaigra 9 [Мегаигра 9]			Megaigra 9 [Мегаигра 9]. Publisher: Mega [Meгa], 1997. Publisher series no: 802. Book ID: 5312. 144 pages.
40-33	40	33	Megaigra [Мегаигра]		Megaigra 13 [Мегаигра 13]			Megaigra 13 [Мегаигра 13]. Publisher: Mega [Meгa], 1998. Publisher series no: 802. Book ID: 10025. 112 pages.
40-34	40	34	Autoduel Quarterly		Autoduel Quarterly Volume 6, Number 3			Autoduel Quarterly Volume 6, Number 3. Publisher: Steve Jackson Games, 1988. Publisher series no: 43. Book ID: 207. 48 pages.
40-35	40	35	Adventures of Goldhawk		Darkmoon's Curse			Darkmoon's Curse. Author: Ian Livingstone. Publisher: Penguin, 1995. Publisher series no: 25. Book ID: 158. 83 sections.
40-36	40	36-37	Adventures of Goldhawk		Demon Spider, The			Demon Spider, The. Author: Ian Livingstone. Publisher: Penguin, 1995. Publisher series no: 25. Book ID: 159.
40-38	40	38	Adventures of Goldhawk		Mudworm Swamp			Mudworm Swamp. Author: Ian Livingstone. Publisher: Penguin, 1995. Publisher series no: 25. Book ID: 160.
40-39	40	39	Adventures of Goldhawk		Ghost Road			Ghost Road. Author: Ian Livingstone. Publisher: Penguin, 1995. Publisher series no: 25. Book ID: 161.
40-40	40	40	Lost in Austen: Create Your Own Jane Austen Adventure		Lost in Austen: Create Your Own Jane Austen Adventure			Lost in Austen: Create Your Own Jane Austen Adventure. Author: Emma Campbell Webster. Publisher: Atlantic Books, 2007. ISBN: 1594482586. Publisher series no: 1076. Book ID: 7526. 348 pages.
